14,763,427,29,102
15,760,424,32,108
16,741,429,54,111
17,735,430,45,116
17,774,441,33,97
18,730,432,28,109
18,720,424,51,108
18,773,449,30,92
19,722,427,41,125
19,752,435,38,105
20,709,429,54,120
20,758,438,34,102
21,700,427,58,127
21,749,445,39,101
22,684,427,38,136
22,708,435,36,108
22,730,440,52,112
23,682,424,34,136
23,704,437,26,112
23,730,434,43,118
24,663,429,46,139
24,687,435,36,125
24,712,441,64,126
25,657,430,44,146
25,681,438,38,118
25,706,443,55,116
26,636,434,45,142
26,666,430,50,129
26,701,438,45,122
27,622,440,46,144
27,651,441,47,129
27,682,446,59,125
28,601,446,62,135
28,632,434,46,148
28,665,445,74,133
29,582,446,56,135
29,613,437,49,136
29,652,443,41,127
30,91,432,69,46
30,895,421,30,66
30,551,432,57,165
30,590,441,57,145
30,633,446,57,136
31,535,434,60,160
31,579,440,43,138
31,611,446,68,138
31,901,429,32,58
31,112,430,62,59
32,131,435,76,106
32,519,434,59,164
32,560,435,46,138
32,597,441,43,145
32,910,429,32,63
33,163,427,90,130
33,492,419,64,163
33,538,449,57,137
33,579,440,61,150
33,912,422,36,78
34,181,441,150,177
34,484,420,48,176
34,521,436,55,151
34,563,435,63,161
34,920,420,29,69
35,197,440,108,152
35,461,424,65,169
35,513,441,37,142
35,554,440,41,144
35,933,423,22,71
35,858,418,19,52
35,766,415,27,43
36,262,429,70,171
36,447,427,85,167
36,474,444,62,139
36,522,440,53,145
36,931,424,34,69
36,856,418,25,49
37,281,428,69,172
37,439,429,52,167
37,462,441,70,137
37,518,453,55,139
37,934,427,34,75
38,324,429,71,180
38,421,432,44,169
38,457,439,44,142
38,489,452,65,139
39,363,440,50,170
39,396,428,54,185
39,436,439,48,145
39,479,452,55,142
39,858,423,16,57
40,380,433,55,176
40,413,445,65,173
40,853,429,18,51
41,357,436,61,160
41,405,440,36,92
41,419,429,78,189
42,341,435,46,178
42,385,432,45,159
42,428,458,52,131
42,473,445,74,161
42,847,422,28,50
43,328,435,51,170
43,378,444,43,130
43,417,450,56,150
43,514,436,65,174
43,851,423,20,52
44,294,441,86,165
44,352,442,69,143
44,408,441,68,159
44,541,442,65,164
45,278,453,63,154
45,327,449,56,136
45,379,463,52,138
45,584,441,76,172
46,252,444,63,158
46,300,449,56,140
46,348,452,67,142
46,634,442,63,156
47,245,449,62,155
47,296,453,53,139
47,340,453,57,141
47,657,442,55,167
48,222,445,62,160
48,267,449,68,135
48,319,450,59,146
48,695,435,58,166
48,608,418,33,66
48,843,426,27,48
49,213,446,45,152
49,267,448,56,140
49,317,445,53,142
49,713,442,65,149
50,184,441,53,148
50,244,440,49,130
50,294,436,62,157
50,755,442,59,158
50,844,424,18,44
50,605,420,25,63
51,178,450,65,133
51,245,442,52,142
51,292,449,47,151
51,768,446,64,150
51,844,420,20,52
51,608,427,23,54
52,148,450,62,124
52,223,441,38,133
52,266,461,34,141
52,606,413,17,76
52,808,446,65,159
53,193,449,63,119
53,248,467,45,130
53,604,426,30,63
53,838,448,65,150
54,187,432,41,147
54,222,450,61,148
54,605,415,26,87
54,866,440,64,161
55,185,454,68,126
55,600,428,26,66
55,905,444,60,150
56,178,455,57,128
56,595,428,23,68
56,838,416,23,52
57,153,470,64,104
57,591,423,24,78
57,835,415,25,52
58,588,420,30,81
59,586,431,29,74
60,586,424,32,81
61,586,420,30,81
62,577,424,39,84
63,573,423,39,89
64,568,427,42,89
64,91,440,51,108
65,91,440,51,108
65,573,426,32,90
66,134,441,41,135
66,157,432,34,122
66,557,426,44,94
67,145,442,51,129
67,83,439,47,97
67,566,426,35,91
68,826,421,22,49
68,569,430,24,87
68,151,448,52,124
69,179,438,53,141
69,559,427,27,99
70,211,440,38,140
70,557,427,33,93
71,223,444,42,148
71,551,427,29,95
72,236,440,38,148
72,545,429,36,93
73,24,444,54,62
73,235,425,36,123
73,263,443,74,176
73,537,425,40,100
74,42,430,56,86
74,242,416,44,155
74,273,438,83,183
74,530,418,39,113
75,35,438,83,91
75,258,420,46,134
75,305,444,56,164
75,524,425,39,105
76,78,439,58,99
76,274,423,39,129
76,327,435,43,174
76,524,423,38,111
77,99,444,74,114
77,267,426,46,121
77,335,424,61,192
77,516,424,30,112
78,109,446,71,112
78,290,415,39,139
78,356,430,57,177
78,515,428,38,111
79,144,442,58,142
79,304,423,42,131
79,391,428,37,181
79,510,429,33,120
80,163,443,65,134
80,312,426,39,131
80,406,430,38,177
80,501,434,42,119
81,194,439,63,151
81,329,437,32,129
81,433,432,41,179
81,497,433,34,123
82,213,434,51,157
82,343,441,53,118
82,462,443,41,165
82,491,433,40,116
83,218,438,53,142
83,352,432,45,126
83,460,433,46,174
84,175,433,52,137
84,232,446,60,159
84,381,434,32,125
84,468,423,39,139
84,501,435,46,167
85,48,437,53,76
85,186,437,53,135
85,244,443,61,168
85,391,428,43,128
85,451,439,52,124
85,516,446,54,159
86,69,435,44,85
86,187,441,57,118
86,265,434,55,171
86,409,432,43,125
86,448,424,40,137
86,539,429,54,179
87,69,442,52,87
87,180,432,39,122
87,228,442,40,130
87,278,434,48,170
87,424,434,36,128
87,447,426,45,141
87,558,433,39,175
88,577,439,51,173
88,426,432,55,128
88,286,448,67,158
88,230,447,54,108
88,77,447,38,71
89,83,447,36,80
89,238,440,44,117
89,299,436,56,162
89,421,433,38,126
89,452,439,45,118
89,594,433,50,173
90,88,443,41,86
90,256,432,41,117
90,320,439,45,163
90,413,432,38,131
90,464,424,56,140
90,614,436,48,166
91,103,437,42,105
91,167,439,36,95
91,271,437,32,109
91,343,430,48,164
91,399,437,48,130
91,492,437,28,119
91,646,433,32,173
92,113,447,23,94
92,163,443,37,103
92,288,428,30,117
92,359,447,41,147
92,398,445,43,125
92,501,433,45,127
92,655,439,44,161
93,164,439,41,105
93,297,437,38,123
93,385,435,41,166
93,524,435,37,125
93,692,441,45,159
94,171,443,33,106
94,325,426,30,129
94,378,429,39,145
94,417,432,35,173
94,542,426,33,134
94,715,430,48,182
95,167,441,44,104
95,377,430,38,145
95,419,440,54,169
95,546,436,34,121
95,722,432,48,174
96,363,432,54,158
96,445,441,41,163
96,564,450,38,103
96,747,443,53,163
97,361,437,60,145
97,449,428,48,173
97,567,443,42,107
97,757,439,48,165
98,351,433,72,153
98,479,426,40,174
98,597,433,28,115
98,793,425,34,185
99,155,437,49,135
99,346,433,56,150
99,485,433,47,177
99,607,435,33,120
99,793,433,46,169
100,169,444,43,126
100,347,432,51,158
100,417,440,28,123
100,505,432,41,181
100,618,435,29,113
100,827,447,33,153
101,171,448,41,116
101,348,435,50,141
101,426,440,30,113
101,512,436,53,173
101,624,441,31,108
101,834,439,38,166
102,189,439,42,143
102,344,426,41,167
102,447,432,26,120
102,541,430,42,176
102,642,436,25,117
102,857,436,31,155
103,203,444,35,143
103,336,435,62,155
103,447,428,47,122
103,546,433,41,169
103,652,429,25,124
103,864,430,39,165
104,216,435,49,155
104,316,429,67,153
104,478,444,34,106
104,569,444,51,165
104,658,429,34,123
104,891,439,37,159
105,241,440,37,151
105,309,437,67,146
105,501,448,26,104
105,583,436,49,176
105,673,430,33,126
105,903,445,41,156
106,254,454,56,166
106,301,435,71,158
106,516,433,38,124
106,612,436,34,170
106,695,428,30,120
106,925,437,37,160
107,271,443,53,165
107,303,436,66,155
107,531,441,30,116
107,625,432,49,178
107,703,435,31,113
107,939,440,27,168
108,294,440,50,172
108,543,443,28,109
108,627,443,51,158
108,700,433,37,116
108,950,443,20,151
109,325,437,45,168
109,268,436,68,147
109,562,448,44,107
109,657,444,49,164
109,722,432,33,110
110,263,435,61,129
110,331,426,53,179
110,568,445,52,114
110,658,436,48,172
110,729,432,33,127
111,249,432,59,159
111,374,435,45,170
111,587,435,35,118
111,688,439,41,161
111,745,436,26,113
112,237,435,64,156
112,374,437,47,176
112,598,441,33,109
112,691,437,50,165
112,748,435,31,111
113,238,432,50,157
113,388,433,34,173
113,607,432,33,123
113,702,436,43,173
113,759,441,23,112
114,223,439,60,152
114,403,445,44,175
114,610,444,49,109
114,718,437,41,164
114,766,448,19,93
115,219,432,63,172
115,411,443,45,167
115,624,440,38,116
115,730,443,34,162
115,767,437,26,111
116,197,439,56,152
116,449,435,41,177
116,635,432,47,125
116,744,428,43,173
116,779,439,42,110
117,194,429,81,161
117,453,426,44,186
117,647,436,40,117
117,753,430,47,176
117,785,433,38,109
118,169,435,80,140
118,473,439,46,173
118,663,436,33,119
118,762,432,65,177
118,801,436,22,116
119,143,445,84,135
119,479,430,74,178
119,665,440,49,115
119,779,432,55,165
120,152,451,56,129
120,494,435,37,167
120,674,436,37,119
120,797,432,42,173
121,88,447,76,99
121,523,426,52,193
121,688,441,44,109
121,812,443,45,162
122,83,440,60,95
122,532,435,48,167
122,697,441,43,114
122,821,430,39,183
123,53,439,76,98
123,541,435,43,174
123,699,439,50,109
123,826,433,38,176
124,19,444,75,68
124,565,440,55,164
124,721,435,36,109
124,842,440,52,168
125,16,451,60,54
125,590,441,28,168
125,719,440,43,109
125,847,436,54,173
126,601,441,41,175
126,730,433,45,116
126,857,432,48,176
127,620,439,39,170
127,741,444,45,102
127,873,428,48,180
128,647,444,35,169
128,762,424,29,121
128,895,444,46,168
128,879,428,26,117
129,636,443,68,162
129,766,432,27,120
129,876,443,31,99
129,910,441,29,167
130,677,447,41,158
130,771,435,34,114
130,918,445,37,159
130,890,437,36,100
131,688,436,44,174
131,781,445,39,105
131,920,441,47,164
131,895,433,33,93
132,707,444,49,169
132,793,441,37,107
132,898,426,28,103
132,935,441,32,174
133,734,447,38,157
133,805,441,33,107
133,911,443,32,98
134,751,447,34,161
134,815,445,41,101
134,920,443,30,88
135,763,439,48,166
135,826,444,45,104
135,921,439,30,81
136,787,451,39,150
136,836,430,32,105
136,928,426,30,97
137,804,451,28,146
137,843,433,23,94
137,933,429,32,97
138,816,448,30,154
138,849,440,26,97
138,935,430,31,95
139,828,450,33,136
139,849,451,34,86
139,933,435,37,91
140,841,448,45,153
140,858,452,28,112
140,941,426,24,99
141,865,450,30,135
141,935,425,19,65
142,875,447,36,153
142,939,430,24,67
143,881,451,35,144
144,905,439,41,166
145,917,440,39,121
146,926,435,40,159
147,939,439,31,161
148,906,428,33,117
149,901,435,42,90
